# SYNTHETIC DEMO DATA - randomly generated, NOT from the real Kaggle dataset.
# Generated by scripts/generate_synthetic_data.py (fixed seed=42). See that file's
# header for details and calibration notes.
SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,OCCUPATION_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,BUREAU_COUNT,BUREAU_ACTIVE_COUNT,BUREAU_DEBT_SUM_SUM,HAS_BUREAU_HISTORY,PREV_APP_COUNT,PREV_APP_APPROVAL_RATE,PREV_APP_REFUSED_COUNT,HAS_PREV_APPLICATION,INSTALL_LATE_COUNT
900014,0,Cash loans,F,1,419900.0,2125800.0,123899.6,Secondary / secondary special,Married,Sales staff,-8723,-1192,5,1,290200.0,True,4,0.926,1,True,0
900015,1,Cash loans,M,1,103800.0,193700.0,12399.8,Secondary / secondary special,Married,,-14517,-1193,3,1,1534800.0,True,1,0.522,0,True,2
900016,0,Cash loans,M,0,333200.0,988400.0,31397.9,Secondary / secondary special,Civil marriage,Core staff,-8611,-1237,7,3,188200.0,True,6,0.496,1,True,0
900017,0,Cash loans,F,1,106500.0,180500.0,12866.4,Secondary / secondary special,Married,Managers,-25166,-8,4,1,14900.0,True,4,0.844,2,True,0
900018,0,Cash loans,F,0,86200.0,177100.0,4521.8,Secondary / secondary special,Married,High skill tech staff,-23685,-2779,3,1,181400.0,True,2,0.73,0,True,0
900019,0,Cash loans,F,1,130600.0,444900.0,43861.1,Secondary / secondary special,Single / not married,,-17910,-4602,2,1,544900.0,True,1,0.308,0,True,0
900020,0,Cash loans,F,0,216200.0,644800.0,33744.5,Secondary / secondary special,Married,,-11481,-649,5,0,212000.0,True,3,0.775,0,True,0
900021,0,Cash loans,F,0,132900.0,510700.0,14985.0,Academic degree,Single / not married,Cooking staff,-12514,-4352,5,3,42000.0,True,4,0.455,0,True,0
900022,0,Cash loans,M,1,202500.0,568800.0,44777.2,Secondary / secondary special,Married,Managers,-15540,-1265,2,1,136600.0,True,4,0.665,0,True,1
900023,0,Cash loans,M,0,156800.0,469600.0,16990.3,Secondary / secondary special,Single / not married,Laborers,-13320,-6750,0,0,0.0,False,3,0.715,0,True,0
900024,0,Revolving loans,F,0,275400.0,1600600.0,85506.1,Secondary / secondary special,Married,Managers,-8038,-1434,0,0,0.0,False,0,0.0,0,False,2
900025,0,Cash loans,M,1,182500.0,992300.0,25467.9,Secondary / secondary special,Married,,-19162,-8852,5,1,22600.0,True,1,0.496,0,True,1
900026,0,Cash loans,F,0,300900.0,469500.0,28335.3,Secondary / secondary special,Married,Cleaning staff,-18412,-4045,3,1,59700.0,True,0,0.0,0,False,1
900027,0,Cash loans,F,2,91200.0,384000.0,31659.5,Secondary / secondary special,Separated,Core staff,-23508,-353,2,0,529400.0,True,6,0.805,1,True,1
900028,0,Cash loans,M,2,126500.0,270700.0,9527.6,Secondary / secondary special,Married,Accountants,-16019,-1320,4,0,15800.0,True,3,0.7,1,True,0
900029,0,Cash loans,M,0,139900.0,706800.0,33212.4,Secondary / secondary special,Civil marriage,Sales staff,-13704,-2239,3,2,171300.0,True,4,0.345,0,True,2
900030,0,Cash loans,M,0,91400.0,480900.0,12956.4,Secondary / secondary special,Married,Drivers,-16626,-6473,2,1,258900.0,True,0,0.0,0,False,1
900031,0,Cash loans,F,1,84600.0,378300.0,10101.6,Lower secondary,Civil marriage,Laborers,-11076,-866,3,0,150300.0,True,3,0.577,0,True,0
900032,0,Cash loans,F,0,169500.0,767700.0,22678.4,Secondary / secondary special,Married,,-18624,-1307,0,0,0.0,False,3,0.896,0,True,1
900033,0,Cash loans,M,2,195200.0,1040700.0,75089.7,Secondary / secondary special,Married,Laborers,-21155,-2720,6,2,173200.0,True,3,0.699,0,True,0
900034,0,Cash loans,M,2,148100.0,290000.0,9750.5,Secondary / secondary special,Single / not married,Medicine staff,-10353,-136,6,2,45200.0,True,1,0.967,0,True,0
900035,1,Cash loans,F,1,237700.0,1113500.0,87225.6,Higher education,Married,Managers,-13243,-4819,4,0,176100.0,True,4,0.621,0,True,3
900036,0,Cash loans,F,1,80600.0,164400.0,15282.7,Secondary / secondary special,Separated,Laborers,-22868,-1563,4,1,56300.0,True,3,0.799,0,True,0
900037,0,Cash loans,F,2,115100.0,194600.0,12227.0,Secondary / secondary special,Separated,,-16521,-179,1,0,216100.0,True,1,0.793,1,True,1
900038,0,Cash loans,F,1,77600.0,339400.0,13667.0,Secondary / secondary special,Married,Core staff,-16982,-531,6,4,142000.0,True,4,0.755,1,True,0
900039,0,Cash loans,F,0,150100.0,408900.0,17375.7,Secondary / secondary special,Separated,Core staff,-20321,-6040,5,1,37400.0,True,4,0.884,1,True,0
900040,0,Cash loans,F,0,178700.0,304900.0,9161.6,Secondary / secondary special,Married,Sales staff,-17789,-652,2,0,275400.0,True,3,0.803,0,True,0
900041,0,Cash loans,F,0,273800.0,488500.0,19006.1,Secondary / secondary special,Single / not married,Managers,-8884,-2148,6,2,127600.0,True,3,0.806,1,True,1
900042,0,Cash loans,M,1,77700.0,459100.0,25609.8,Secondary / secondary special,Civil marriage,,-21750,-596,3,0,212800.0,True,2,0.718,0,True,1
900043,0,Cash loans,F,0,168700.0,422400.0,29764.5,Secondary / secondary special,Married,Sales staff,-23833,-2168,4,1,186100.0,True,2,0.63,0,True,0
900044,0,Cash loans,F,0,287100.0,957600.0,35347.1,Incomplete higher,Married,,-8598,-1202,6,4,451500.0,True,0,0.0,0,False,0
900045,0,Cash loans,F,0,84800.0,228900.0,7568.1,Secondary / secondary special,Single / not married,,-9789,-1661,6,4,282400.0,True,3,0.852,1,True,2
900046,0,Cash loans,M,0,75500.0,431000.0,26300.3,Secondary / secondary special,Married,Laborers,-19963,-3989,7,1,234000.0,True,2,0.659,0,True,0
900047,0,Cash loans,F,2,67000.0,122800.0,4241.1,Secondary / secondary special,Married,Drivers,-18255,-5871,4,1,18500.0,True,2,0.603,0,True,0
900048,0,Cash loans,M,1,191300.0,754600.0,21074.5,Higher education,Single / not married,,-14366,-850,4,3,92700.0,True,3,0.793,0,True,1
900049,0,Cash loans,F,0,97400.0,355500.0,20589.7,Higher education,Married,,-17112,-97,5,2,8200.0,True,4,0.767,0,True,0
900050,0,Revolving loans,F,0,177800.0,820500.0,23725.5,Secondary / secondary special,Married,Sales staff,-19987,-3728,4,1,28800.0,True,1,0.683,1,True,0
900051,0,Cash loans,M,1,125700.0,696700.0,18090.8,Secondary / secondary special,Widow,Laborers,-16503,-7000,3,0,473100.0,True,0,0.0,0,False,1
900052,0,Cash loans,F,0,344500.0,517400.0,13581.9,Secondary / secondary special,Single / not married,High skill tech staff,-10121,-1957,4,2,78900.0,True,1,0.746,0,True,0
900053,0,Cash loans,F,0,207600.0,326900.0,22963.3,Secondary / secondary special,Single / not married,Drivers,-9231,-959,4,1,460900.0,True,3,0.791,0,True,0
900054,0,Cash loans,M,0,93700.0,299600.0,26124.3,Secondary / secondary special,Married,Core staff,-15353,-2962,5,2,55100.0,True,2,0.494,1,True,0
900055,0,Revolving loans,F,0,120400.0,398200.0,12523.1,Secondary / secondary special,Widow,,-23833,-2363,2,2,112300.0,True,3,0.661,0,True,0
900056,0,Cash loans,F,0,207600.0,1143300.0,53272.5,Higher education,Married,,-17437,-316,4,2,153900.0,True,3,0.801,2,True,1
900057,0,Cash loans,M,1,82000.0,225900.0,14733.9,Secondary / secondary special,Married,Laborers,-13941,-1013,8,4,716600.0,True,5,0.692,0,True,0
900058,0,Cash loans,F,0,252800.0,1344300.0,57418.7,Secondary / secondary special,Married,Core staff,-23585,-2407,4,2,394100.0,True,0,0.0,0,False,0
900059,0,Cash loans,F,0,123500.0,234900.0,8938.2,Secondary / secondary special,Single / not married,,-14473,-3151,2,1,75800.0,True,2,0.356,0,True,1
900060,0,Cash loans,M,0,209800.0,387800.0,26109.1,Secondary / secondary special,Married,High skill tech staff,-16585,-3763,2,2,76400.0,True,3,0.787,0,True,0
900061,0,Cash loans,M,1,126900.0,615900.0,55309.1,Secondary / secondary special,Married,Low-skill Laborers,-9706,-1063,3,3,162000.0,True,0,0.0,0,False,0
900062,0,Cash loans,F,0,107700.0,531200.0,15878.5,Secondary / secondary special,Married,Managers,-20584,-3367,7,2,1823100.0,True,4,0.77,1,True,0
900063,0,Cash loans,F,2,99300.0,191200.0,8073.3,Secondary / secondary special,Single / not married,Laborers,-19934,-3281,4,4,144800.0,True,2,0.893,0,True,2
900064,0,Cash loans,M,0,332900.0,1987000.0,114648.3,Secondary / secondary special,Married,Drivers,-21580,-167,1,1,54000.0,True,1,0.599,1,True,1
900065,0,Cash loans,M,1,120800.0,224900.0,5818.0,Secondary / secondary special,Single / not married,,-13362,-24,4,1,57000.0,True,1,0.481,0,True,0
900066,0,Revolving loans,F,1,653200.0,3578800.0,109204.1,Incomplete higher,Married,Cleaning staff,-15304,-1238,2,1,109500.0,True,2,0.577,0,True,0
900067,0,Cash loans,F,1,151000.0,358300.0,16227.7,Higher education,Married,Laborers,-10614,-2475,5,0,190400.0,True,3,0.92,0,True,0
900068,0,Cash loans,F,0,91500.0,146300.0,8044.9,Secondary / secondary special,Married,Managers,-24563,-900,3,0,49600.0,True,6,0.883,0,True,0
900069,0,Cash loans,F,1,63400.0,339000.0,10634.9,Secondary / secondary special,Widow,,-9173,-1297,5,1,381800.0,True,0,0.0,0,False,0
900070,0,Cash loans,M,0,259300.0,604000.0,19035.3,Secondary / secondary special,Single / not married,Core staff,-19035,-1472,7,2,65400.0,True,4,0.63,0,True,0
900071,0,Cash loans,M,0,127100.0,493500.0,13513.2,Secondary / secondary special,Married,,-20021,-96,3,2,561200.0,True,4,0.624,0,True,0
900072,0,Revolving loans,F,1,211200.0,1102600.0,106081.0,Secondary / secondary special,Married,,-10428,-2367,3,1,179100.0,True,2,0.793,1,True,1
900073,0,Cash loans,M,0,447100.0,981900.0,33989.3,Higher education,Married,Laborers,-14065,-1446,2,1,93400.0,True,4,0.941,1,True,2
900074,0,Cash loans,M,0,195600.0,945700.0,51250.7,Higher education,Married,,-8420,-471,4,3,6100.0,True,3,0.682,0,True,0
900075,0,Cash loans,M,0,165700.0,644900.0,16435.4,Secondary / secondary special,Single / not married,,-17416,-1052,7,3,91400.0,True,3,0.921,1,True,0
900076,0,Cash loans,M,1,258500.0,685400.0,63790.0,Secondary / secondary special,Married,Medicine staff,-25096,-13343,8,5,137800.0,True,1,0.647,0,True,0
900077,1,Cash loans,F,0,209300.0,353100.0,14340.1,Secondary / secondary special,Separated,,-15196,-6139,7,2,144800.0,True,3,0.717,0,True,1
900078,0,Cash loans,M,1,74500.0,199900.0,6381.6,Higher education,Married,Core staff,-25009,-6387,5,1,262800.0,True,5,0.808,1,True,0
900079,0,Cash loans,F,0,272600.0,930000.0,28582.0,Secondary / secondary special,Married,,-9876,-2073,5,3,89800.0,True,4,0.581,1,True,0
900080,0,Cash loans,F,0,136800.0,431700.0,14890.2,Higher education,Married,Managers,-14540,-1063,4,2,266600.0,True,2,0.833,0,True,0
900081,0,Cash loans,F,1,302600.0,1430100.0,59183.9,Secondary / secondary special,Married,Low-skill Laborers,-23467,-894,8,4,50700.0,True,1,0.841,0,True,1
900082,0,Cash loans,F,1,180400.0,603300.0,16181.7,Secondary / secondary special,Civil marriage,Laborers,-23024,-24,2,0,417200.0,True,4,0.657,0,True,1
900083,1,Cash loans,M,1,254000.0,815700.0,29876.0,Secondary / secondary special,Married,Cleaning staff,-13334,-4001,5,2,423700.0,True,4,0.834,0,True,0
900084,0,Cash loans,F,0,125100.0,644900.0,25155.8,Secondary / secondary special,Civil marriage,Core staff,-19554,-216,6,2,200300.0,True,3,0.704,0,True,1
900085,0,Cash loans,F,0,65600.0,235400.0,6591.3,Secondary / secondary special,Married,Core staff,-23190,-1331,7,4,325800.0,True,5,0.907,0,True,1
900086,0,Cash loans,F,0,185600.0,1101500.0,47282.9,Secondary / secondary special,Married,,-21100,-5189,3,2,101000.0,True,0,0.0,0,False,2
900087,0,Revolving loans,F,0,228200.0,932200.0,33014.0,Higher education,Married,Cleaning staff,-18675,-1442,6,1,115800.0,True,4,0.756,0,True,1
900088,0,Cash loans,F,0,106000.0,606000.0,30497.5,Secondary / secondary special,Married,Accountants,-10338,-37,6,3,108500.0,True,1,0.47,0,True,2
900089,0,Cash loans,F,2,126500.0,691900.0,42278.8,Secondary / secondary special,Married,,-8944,-2374,6,2,589400.0,True,2,0.497,1,True,1
900090,0,Cash loans,M,1,46300.0,155700.0,6539.2,Secondary / secondary special,Married,,-18433,-249,6,3,176000.0,True,5,0.766,0,True,1
900091,0,Cash loans,M,0,129500.0,551300.0,27454.0,Secondary / secondary special,Widow,Laborers,-16429,-2316,3,1,60900.0,True,5,0.792,0,True,0
900092,1,Cash loans,F,2,74900.0,159800.0,14355.0,Secondary / secondary special,Single / not married,,-11835,-484,4,1,132500.0,True,4,0.64,1,True,0
900093,0,Cash loans,F,0,181300.0,701900.0,28531.5,Secondary / secondary special,Married,Laborers,-12794,-1195,3,1,83800.0,True,5,0.86,0,True,1
900094,0,Cash loans,F,0,165500.0,564000.0,18998.2,Higher education,Single / not married,Cleaning staff,-14534,-823,3,2,172100.0,True,5,0.937,0,True,0
900095,1,Cash loans,F,1,141100.0,518800.0,44878.5,Secondary / secondary special,Married,Accountants,-16346,-1390,2,0,118000.0,True,2,0.702,2,True,0
900096,0,Cash loans,F,0,271200.0,631700.0,23379.4,Secondary / secondary special,Civil marriage,Laborers,-14502,-376,6,4,31900.0,True,3,0.64,0,True,1
900097,0,Cash loans,F,0,157900.0,852300.0,44158.2,Secondary / secondary special,Separated,,-14450,-959,4,0,43500.0,True,5,0.928,0,True,0
900098,0,Cash loans,F,0,154200.0,286800.0,25553.5,Secondary / secondary special,Married,Sales staff,-9692,-1689,6,2,94000.0,True,3,0.618,0,True,0
900099,0,Cash loans,M,0,164400.0,824500.0,63881.9,Higher education,Widow,Cooking staff,-22830,-1024,3,1,645600.0,True,4,0.403,1,True,0
900100,0,Cash loans,F,1,104600.0,601300.0,19095.2,Secondary / secondary special,Married,Drivers,-18337,-405,0,0,0.0,False,0,0.0,0,False,0
900101,0,Cash loans,F,1,229800.0,454700.0,17372.1,Secondary / secondary special,Married,Accountants,-10224,-3654,0,0,0.0,False,3,0.918,0,True,2
900102,0,Cash loans,F,0,88500.0,305500.0,7898.8,Higher education,Married,Drivers,-15091,-5657,4,1,832700.0,True,5,0.81,0,True,0
900103,0,Cash loans,M,0,173000.0,714900.0,23479.7,Secondary / secondary special,Single / not married,Sales staff,-14965,-5970,4,2,433800.0,True,1,0.837,0,True,0
900104,0,Revolving loans,M,0,257500.0,1535000.0,39483.4,Secondary / secondary special,Married,,-18187,-567,0,0,0.0,False,3,0.945,1,True,0
900105,0,Cash loans,F,2,83800.0,452000.0,24361.7,Secondary / secondary special,Married,High skill tech staff,-18332,-1365,3,1,116800.0,True,0,0.0,0,False,0
900106,1,Cash loans,F,2,71600.0,240900.0,8768.1,Secondary / secondary special,Married,Core staff,-18969,-5415,3,1,303600.0,True,5,0.872,1,True,1
900107,0,Cash loans,M,0,83100.0,486600.0,18184.5,Secondary / secondary special,Married,Drivers,-19892,-11495,2,2,788100.0,True,2,0.761,0,True,1
900108,0,Cash loans,F,1,347300.0,1038700.0,40403.2,Secondary / secondary special,Married,Managers,-9475,-247,4,3,330500.0,True,2,0.786,0,True,0
900109,0,Cash loans,F,0,103200.0,312700.0,8469.1,Secondary / secondary special,Married,,-13007,-2210,4,1,184000.0,True,0,0.0,0,False,1
900110,0,Cash loans,M,0,76800.0,290200.0,11234.5,Secondary / secondary special,Widow,,-7968,-371,0,0,0.0,False,1,0.836,0,True,0
900111,0,Cash loans,F,0,168100.0,841900.0,47009.5,Higher education,Civil marriage,Accountants,-15630,-2315,8,4,182500.0,True,1,0.522,1,True,2
900112,0,Cash loans,F,0,35900.0,84900.0,2733.5,Secondary / secondary special,Widow,Laborers,-15188,-1082,2,0,166000.0,True,2,0.823,0,True,0
900113,0,Cash loans,F,0,86900.0,420700.0,23443.3,Secondary / secondary special,Married,,-20530,-5839,7,2,301600.0,True,3,0.438,0,True,0
900114,0,Cash loans,F,0,283900.0,429300.0,34342.0,Secondary / secondary special,Married,Core staff,-10592,-176,4,3,74300.0,True,4,0.934,0,True,0
900115,0,Cash loans,M,0,86800.0,232700.0,8413.1,Secondary / secondary special,Married,,-18728,-876,4,4,4025900.0,True,5,0.926,1,True,0
900116,0,Cash loans,F,0,122900.0,723300.0,51209.6,Secondary / secondary special,Married,Core staff,-13038,-1840,3,2,178500.0,True,3,0.885,0,True,0
900117,0,Cash loans,F,0,162200.0,722500.0,22990.2,Higher education,Married,Core staff,-14356,-970,1,1,122400.0,True,3,0.909,1,True,0
900118,0,Cash loans,M,0,162200.0,580900.0,25097.3,Secondary / secondary special,Married,Core staff,-20266,-1461,3,2,379700.0,True,2,0.657,0,True,0
900119,0,Cash loans,M,0,107300.0,514300.0,14291.7,Secondary / secondary special,Civil marriage,Low-skill Laborers,-8918,-445,5,1,501000.0,True,4,0.784,2,True,0
900120,0,Cash loans,F,2,184000.0,636400.0,28741.7,Incomplete higher,Married,,-13670,-3709,4,1,70600.0,True,6,0.745,0,True,1
900121,0,Cash loans,F,2,288500.0,571300.0,26103.7,Secondary / secondary special,Married,Low-skill Laborers,-14520,-3958,3,1,22900.0,True,0,0.0,0,False,0
900122,0,Cash loans,F,1,82300.0,307700.0,13456.8,Secondary / secondary special,Married,Drivers,-20204,-153,2,1,104200.0,True,1,0.769,0,True,1
900123,0,Revolving loans,F,0,109900.0,637300.0,20288.6,Higher education,Married,Accountants,-11155,-2472,4,1,205200.0,True,4,0.939,0,True,1
900124,0,Cash loans,F,1,132800.0,362100.0,24707.6,Secondary / secondary special,Married,Drivers,-24263,-1562,6,3,66300.0,True,4,0.72,1,True,0
900125,0,Cash loans,M,0,198700.0,345300.0,17061.0,Secondary / secondary special,Widow,,-25145,-1253,4,1,145900.0,True,0,0.0,0,False,1
900126,0,Cash loans,F,0,142300.0,688200.0,38156.1,Incomplete higher,Married,Sales staff,-22012,-2734,2,1,130300.0,True,5,0.922,1,True,1
900127,0,Cash loans,F,0,131400.0,465800.0,21526.2,Secondary / secondary special,Married,,-12915,-5269,5,2,24800.0,True,1,0.828,1,True,0
900128,0,Cash loans,F,0,64500.0,193900.0,5191.4,Secondary / secondary special,Married,Core staff,-19295,-2015,2,1,310400.0,True,3,0.567,1,True,0
900129,0,Cash loans,F,0,79400.0,293300.0,10134.9,Secondary / secondary special,Married,,-9121,-269,6,4,402900.0,True,5,0.741,1,True,2
900130,0,Revolving loans,F,1,154200.0,876600.0,34926.9,Higher education,Separated,,-22929,-134,4,4,186300.0,True,0,0.0,0,False,0
900131,0,Cash loans,F,1,108300.0,284400.0,20504.3,Secondary / secondary special,Civil marriage,Medicine staff,-16705,-2095,5,3,229900.0,True,3,0.55,1,True,0
900132,0,Cash loans,M,0,118000.0,283500.0,10389.2,Secondary / secondary special,Married,Security staff,-10756,-1684,0,0,0.0,False,4,0.804,0,True,0
900133,0,Cash loans,M,1,135700.0,529600.0,15593.9,Higher education,Widow,Core staff,-13401,-795,2,1,131500.0,True,3,0.201,0,True,2
900134,0,Cash loans,F,0,451500.0,1618600.0,77711.4,Higher education,Married,Laborers,-21694,-604,4,1,314400.0,True,3,0.757,2,True,1
900135,0,Revolving loans,F,1,109200.0,237400.0,6401.3,Secondary / secondary special,Civil marriage,High skill tech staff,-22911,-1151,6,2,33400.0,True,3,0.982,0,True,0
900136,0,Cash loans,M,0,280100.0,1152000.0,56074.7,Higher education,Married,Cleaning staff,-16770,-336,4,2,48700.0,True,1,0.698,0,True,0
900137,0,Cash loans,F,1,270000.0,1103000.0,74458.2,Secondary / secondary special,Civil marriage,,-16080,-1029,0,0,0.0,False,2,0.622,0,True,0
900138,1,Cash loans,M,0,209200.0,883800.0,25373.4,Higher education,Separated,,-20817,-561,1,1,956400.0,True,5,0.751,0,True,2
900139,0,Cash loans,F,0,91600.0,307900.0,11417.4,Secondary / secondary special,Married,Medicine staff,-22139,-447,5,1,110600.0,True,1,0.486,0,True,0
900140,0,Cash loans,F,0,149900.0,420500.0,16487.7,Secondary / secondary special,Married,,-21065,-852,5,2,728600.0,True,4,0.737,1,True,0
900141,0,Cash loans,F,0,115200.0,343000.0,9081.1,Secondary / secondary special,Married,Managers,-14400,-275,7,3,138300.0,True,2,0.572,0,True,1
900142,0,Cash loans,M,1,383300.0,2014100.0,57970.6,Secondary / secondary special,Married,Sales staff,-18911,-7194,4,0,1079000.0,True,2,0.877,0,True,1
900143,0,Cash loans,M,2,171900.0,741400.0,18636.5,Secondary / secondary special,Married,Sales staff,-22685,-582,0,0,0.0,False,3,0.868,0,True,0
900144,0,Cash loans,F,0,125800.0,414000.0,13463.5,Higher education,Married,,-10323,-1780,2,0,70600.0,True,4,0.621,1,True,0
900145,0,Cash loans,M,0,341800.0,1456000.0,53161.5,Secondary / secondary special,Married,Managers,-14465,-7749,4,3,169900.0,True,1,0.671,1,True,0
900146,0,Cash loans,M,1,117400.0,360800.0,13789.3,Higher education,Married,Core staff,-8656,-1116,3,2,49700.0,True,6,0.706,0,True,0
900147,0,Cash loans,M,1,184500.0,993000.0,48018.0,Secondary / secondary special,Separated,Security staff,-14828,-8258,4,1,310700.0,True,5,0.59,1,True,0
900148,0,Cash loans,F,2,198900.0,949600.0,61550.7,Secondary / secondary special,Married,Laborers,-21195,-7608,3,2,490900.0,True,3,0.343,1,True,0
900149,0,Cash loans,F,0,166600.0,325600.0,9368.7,Secondary / secondary special,Married,Security staff,-11116,-3406,2,2,1185800.0,True,3,0.531,1,True,0
900150,0,Cash loans,M,0,132700.0,232600.0,22806.2,Secondary / secondary special,Married,,-17158,-65,2,0,682800.0,True,4,0.603,1,True,0
900151,0,Cash loans,F,0,212800.0,351200.0,9586.3,Secondary / secondary special,Widow,,-8305,-782,5,1,241400.0,True,3,0.657,0,True,0
900152,0,Cash loans,F,1,102200.0,166000.0,9287.1,Secondary / secondary special,Married,Cooking staff,-23391,-3587,0,0,0.0,False,2,0.895,0,True,1
900153,0,Cash loans,F,0,244300.0,912700.0,53119.5,Secondary / secondary special,Married,,-22031,-816,4,2,114400.0,True,4,0.756,0,True,0
900154,0,Cash loans,F,2,121600.0,281400.0,27556.2,Secondary / secondary special,Married,,-16852,-259,5,3,1115100.0,True,2,0.72,1,True,1
900155,0,Cash loans,F,1,273300.0,1239500.0,59591.6,Higher education,Married,,-20030,-234,4,2,58000.0,True,1,0.967,0,True,0
900156,0,Cash loans,F,0,236200.0,867400.0,68492.1,Higher education,Widow,Managers,-9485,-1246,4,3,47900.0,True,2,0.959,0,True,1
900157,0,Cash loans,M,0,184300.0,354000.0,22785.4,Secondary / secondary special,Married,Drivers,-22473,-1484,7,1,44900.0,True,0,0.0,0,False,0
900158,0,Cash loans,F,0,133800.0,204200.0,6662.5,Secondary / secondary special,Married,Medicine staff,-20196,-918,5,1,489200.0,True,2,0.644,0,True,0
900159,0,Cash loans,M,0,243000.0,404700.0,18018.7,Higher education,Married,,-9766,-2925,5,3,432600.0,True,2,0.391,1,True,0
900160,0,Cash loans,M,0,186300.0,726600.0,70350.7,Higher education,Married,Laborers,-24846,-5022,8,3,244700.0,True,3,0.61,0,True,0
900161,0,Cash loans,M,0,28000.0,115900.0,5941.6,Secondary / secondary special,Married,Laborers,-8059,-574,3,1,211700.0,True,4,0.733,2,True,0
900162,0,Cash loans,F,1,93000.0,287200.0,28201.5,Secondary / secondary special,Married,Low-skill Laborers,-18676,-1764,0,0,0.0,False,4,0.748,1,True,0
900163,0,Cash loans,M,1,152300.0,282500.0,7542.3,Higher education,Single / not married,Sales staff,-10674,-292,5,3,202200.0,True,2,0.557,1,True,0
900164,0,Cash loans,F,0,161000.0,918700.0,25651.8,Higher education,Married,Laborers,-20266,-7152,4,1,582400.0,True,4,0.782,0,True,3
900165,0,Cash loans,F,0,199400.0,663100.0,32191.9,Secondary / secondary special,Married,,-8898,-2328,4,1,45600.0,True,4,0.718,0,True,0
900166,0,Cash loans,M,0,303700.0,1042300.0,60551.5,Secondary / secondary special,Married,Laborers,-9085,-2515,4,3,39200.0,True,3,0.952,0,True,0
900167,0,Cash loans,F,0,187700.0,603700.0,45708.7,Higher education,Single / not married,Managers,-15834,-5011,2,2,211300.0,True,5,0.626,0,True,0
900168,0,Cash loans,M,1,49400.0,87300.0,2802.1,Secondary / secondary special,Married,Sales staff,-25080,-922,6,2,348400.0,True,5,0.862,1,True,0
900169,0,Revolving loans,F,1,154500.0,725700.0,53308.9,Secondary / secondary special,Civil marriage,Core staff,-12509,-1633,7,3,368000.0,True,4,0.726,1,True,0
